Upload a Cricket Delivery Video,Decision Frame with Overlay,timestamp
"{""video"": "".gradio\\flagged\\Upload a Cricket Delivery Video\\65d8bfcd8ab9b5bea624\\LBW Appeal - cricketlovers   clubcricket cricket villagecricket.mp4"", ""subtitles"": null}",.gradio\flagged\Decision Frame with Overlay\fba53c19f399ddb8d5b1\image.webp,2025-06-12 12:40:20.149903
